date,type,fuel,registrations
1/8/2000,car,other,161
1/9/2000,car,other,156
1/10/2000,car,other,178
1/11/2000,car,other,188
1/12/2000,car,other,139
1/1/2001,car,other,105
1/2/2001,car,other,153
1/3/2001,car,other,250
1/4/2001,car,other,208
1/5/2001,car,other,205
1/6/2001,car,other,228
1/7/2001,car,other,251
1/8/2001,car,other,262
1/9/2001,car,other,290
1/10/2001,car,other,252
1/11/2001,car,other,338
1/12/2001,car,other,265
1/1/2002,car,other,346
1/2/2002,car,other,299
1/3/2002,car,other,406
1/4/2002,car,other,339
1/5/2002,car,other,360
1/6/2002,car,other,326
1/7/2002,car,other,375
1/8/2002,car,other,275
1/9/2002,car,other,330
1/10/2002,car,other,524
1/11/2002,car,other,425
1/12/2002,car,other,277
1/1/2003,car,other,554
1/2/2003,car,other,287
1/3/2003,car,other,476
1/4/2003,car,other,553
1/5/2003,car,other,356
1/6/2003,car,other,238
1/7/2003,car,other,471
1/8/2003,car,other,501
1/9/2003,car,other,428
1/10/2003,car,other,591
1/11/2003,car,other,381
1/12/2003,car,other,689
1/1/2004,car,other,416
1/2/2004,car,other,447
1/3/2004,car,other,604
1/4/2004,car,other,678
1/5/2004,car,other,730
1/6/2004,car,other,787
1/7/2004,car,other,874
1/8/2004,car,other,719
1/9/2004,car,other,830
1/10/2004,car,other,781
1/11/2004,car,other,396
1/12/2004,car,other,358
1/1/2005,car,other,328
1/2/2005,car,other,351
1/3/2005,car,other,546
1/4/2005,car,other,490
1/5/2005,car,other,470
1/6/2005,car,other,628
1/7/2005,car,other,629
1/8/2005,car,other,382
1/9/2005,car,other,452
1/10/2005,car,other,549
1/11/2005,car,other,518
1/12/2005,car,other,522
1/1/2006,car,other,390
1/2/2006,car,other,437
1/3/2006,car,other,595
1/4/2006,car,other,418
1/5/2006,car,other,452
1/6/2006,car,other,493
1/7/2006,car,other,327
1/8/2006,car,other,417
1/9/2006,car,other,454
1/10/2006,car,other,283
1/11/2006,car,other,325
1/12/2006,car,other,431
1/1/2007,car,other,365
1/2/2007,car,other,304
1/3/2007,car,other,275
1/4/2007,car,other,377
1/5/2007,car,other,413
1/6/2007,car,other,341
1/7/2007,car,other,473
1/8/2007,car,other,458
1/9/2007,car,other,397
1/10/2007,car,other,235
1/11/2007,car,other,308
1/12/2007,car,other,233
1/1/2008,car,other,405
1/2/2008,car,other,311
1/3/2008,car,other,425
1/4/2008,car,other,396
1/5/2008,car,other,291
1/6/2008,car,other,310
1/7/2008,car,other,399
1/8/2008,car,other,355
1/9/2008,car,other,377
1/10/2008,car,other,184
1/11/2008,car,other,193
1/12/2008,car,other,256
1/1/2009,car,other,257
1/2/2009,car,other,186
1/3/2009,car,other,252
1/4/2009,car,other,479
1/5/2009,car,other,415
1/6/2009,car,other,316
1/7/2009,car,other,349
1/8/2009,car,other,234
1/9/2009,car,other,307
1/10/2009,car,other,316
1/11/2009,car,other,201
1/12/2009,car,other,270
1/1/2010,car,other,289
1/2/2010,car,other,182
1/3/2010,car,other,429
1/4/2010,car,other,272
1/5/2010,car,other,303
1/6/2010,car,other,481
1/7/2010,car,other,538
1/8/2010,car,other,394
1/9/2010,car,other,286
1/10/2010,car,other,377
1/11/2010,car,other,305
1/12/2010,car,other,341
1/1/2011,car,other,310
1/2/2011,car,other,256
1/3/2011,car,other,428
1/4/2011,car,other,376
1/5/2011,car,other,477
1/6/2011,car,other,361
1/7/2011,car,other,332
1/8/2011,car,other,371
1/9/2011,car,other,273
1/10/2011,car,other,224
1/11/2011,car,other,184
1/12/2011,car,other,167
1/1/2012,car,other,170
1/2/2012,car,other,196
1/3/2012,car,other,282
1/4/2012,car,other,270
1/5/2012,car,other,316
1/6/2012,car,other,195
1/7/2012,car,other,242
1/8/2012,car,other,247
1/9/2012,car,other,170
1/10/2012,car,other,277
1/11/2012,car,other,227
1/12/2012,car,other,287
1/1/2013,car,other,145
1/2/2013,car,other,101
1/3/2013,car,other,275
1/4/2013,car,other,325
1/5/2013,car,other,222
1/6/2013,car,other,236
1/7/2013,car,other,319
1/8/2013,car,other,202
1/9/2013,car,other,286
1/10/2013,car,other,301
1/11/2013,car,other,211
1/12/2013,car,other,292
1/1/2014,car,other,244
1/2/2014,car,other,247
1/3/2014,car,other,338
1/4/2014,car,other,348
1/5/2014,car,other,325
1/6/2014,car,other,410
1/7/2014,car,other,302
1/8/2014,car,other,412
1/9/2014,car,other,442
1/10/2014,car,other,578
1/11/2014,car,other,264
1/12/2014,car,other,385
1/1/2015,car,other,96
1/2/2015,car,other,57
1/3/2015,car,other,192
1/4/2015,car,other,279
1/5/2015,car,other,162
1/6/2015,car,other,105
1/7/2015,car,other,75
1/8/2015,car,other,79
1/9/2015,car,other,116
1/10/2015,car,other,132
1/11/2015,car,other,122
1/12/2015,car,other,155
1/1/2016,car,other,225
1/2/2016,car,other,137
1/3/2016,car,other,248
1/4/2016,car,other,183
1/5/2016,car,other,171
1/6/2016,car,other,179
1/7/2016,car,other,148
1/8/2016,car,other,138
1/9/2016,car,other,127
1/10/2016,car,other,113
1/11/2016,car,other,75
1/12/2016,car,other,35
1/1/2017,car,other,10
1/2/2017,car,other,10
1/3/2017,car,other,19
1/4/2017,car,other,14
1/5/2017,car,other,16
1/6/2017,car,other,12
1/7/2017,car,other,11
1/8/2017,car,other,15
1/9/2017,car,other,14
1/10/2017,car,other,15
1/11/2017,car,other,14
1/12/2017,car,other,13
1/1/2018,car,other,4
1/2/2018,car,other,8
1/3/2018,car,other,19
1/4/2018,car,other,12
1/5/2018,car,other,11
1/6/2018,car,other,11
1/7/2018,car,other,10
1/8/2018,car,other,27
1/9/2018,car,other,1
1/10/2018,car,other,7
1/11/2018,car,other,17
1/12/2018,car,other,18
1/1/2019,car,other,27
1/2/2019,car,other,4
1/3/2019,car,other,5
1/4/2019,car,other,2
1/5/2019,car,other,13
1/6/2019,car,other,5
1/7/2019,car,other,12
1/8/2019,car,other,6
1/9/2019,car,other,4
1/10/2019,car,other,4
1/11/2019,car,other,7
1/12/2019,car,other,13
1/1/2020,car,other,3
1/2/2020,car,other,4
1/3/2020,car,other,2
1/6/2020,car,other,1
1/7/2020,car,other,3
1/8/2020,car,other,1
1/9/2020,car,other,3
1/10/2020,car,other,2
1/11/2020,car,other,1
1/12/2020,car,other,1
1/3/2021,car,other,1
1/5/2021,car,other,1
1/7/2021,car,other,1
1/9/2021,car,other,1
1/10/2021,car,other,1
1/11/2021,car,other,2
1/4/2022,car,other,1
1/8/2022,car,other,1
1/10/2022,car,other,2
1/11/2022,car,other,1
1/1/2023,car,other,2
1/2/2023,car,other,1
1/3/2023,car,other,1
1/5/2023,car,other,1
1/8/2023,car,other,1
1/1/2024,car,other,1
1/5/2024,car,other,1
1/7/2024,car,other,1
1/6/2025,car,other,1
1/7/2025,car,other,1
1/8/2025,car,other,1
1/1/2000,car,petrol,24780
1/2/2000,car,petrol,22992
1/3/2000,car,petrol,30631
1/4/2000,car,petrol,28112
1/5/2000,car,petrol,29629
1/6/2000,car,petrol,27545
1/7/2000,car,petrol,30224
1/8/2000,car,petrol,30891
1/9/2000,car,petrol,26593
1/10/2000,car,petrol,29917
1/11/2000,car,petrol,30988
1/12/2000,car,petrol,28390
1/1/2001,car,petrol,26533
1/2/2001,car,petrol,28770
1/3/2001,car,petrol,29928
1/4/2001,car,petrol,30123
1/5/2001,car,petrol,31932
1/6/2001,car,petrol,30785
1/7/2001,car,petrol,33999
1/8/2001,car,petrol,36648
1/9/2001,car,petrol,33622
1/10/2001,car,petrol,39641
1/11/2001,car,petrol,37696
1/12/2001,car,petrol,28206
1/1/2002,car,petrol,39685
1/2/2002,car,petrol,29396
1/3/2002,car,petrol,34634
1/4/2002,car,petrol,37545
1/5/2002,car,petrol,37237
1/6/2002,car,petrol,33942
1/7/2002,car,petrol,40140
1/8/2002,car,petrol,40214
1/9/2002,car,petrol,32108
1/10/2002,car,petrol,38160
1/11/2002,car,petrol,35638
1/12/2002,car,petrol,25263
1/1/2003,car,petrol,43109
1/2/2003,car,petrol,24353
1/3/2003,car,petrol,34585
1/4/2003,car,petrol,33656
1/5/2003,car,petrol,32378
1/6/2003,car,petrol,32668
1/7/2003,car,petrol,38455
1/8/2003,car,petrol,36393
1/9/2003,car,petrol,33753
1/10/2003,car,petrol,35374
1/11/2003,car,petrol,31996
1/12/2003,car,petrol,28863
1/1/2004,car,petrol,32898
1/2/2004,car,petrol,27797
1/3/2004,car,petrol,38797
1/4/2004,car,petrol,37919
1/5/2004,car,petrol,34575
1/6/2004,car,petrol,42467
1/7/2004,car,petrol,45560
1/8/2004,car,petrol,38125
1/9/2004,car,petrol,40400
1/10/2004,car,petrol,41572
1/11/2004,car,petrol,33526
1/12/2004,car,petrol,40683
1/1/2005,car,petrol,40380
1/2/2005,car,petrol,34043
1/3/2005,car,petrol,46223
1/4/2005,car,petrol,41831
1/5/2005,car,petrol,42106
1/6/2005,car,petrol,45912
1/7/2005,car,petrol,43067
1/8/2005,car,petrol,48643
1/9/2005,car,petrol,48234
1/10/2005,car,petrol,55739
1/11/2005,car,petrol,36481
1/12/2005,car,petrol,47408
1/1/2006,car,petrol,36414
1/2/2006,car,petrol,30956
1/3/2006,car,petrol,41508
1/4/2006,car,petrol,36777
1/5/2006,car,petrol,39999
1/6/2006,car,petrol,38163
1/7/2006,car,petrol,36939
1/8/2006,car,petrol,43581
1/9/2006,car,petrol,38985
1/10/2006,car,petrol,32862
1/11/2006,car,petrol,32437
1/12/2006,car,petrol,33153
1/1/2007,car,petrol,32638
1/2/2007,car,petrol,29230
1/3/2007,car,petrol,34411
1/4/2007,car,petrol,29941
1/5/2007,car,petrol,35890
1/6/2007,car,petrol,39748
1/7/2007,car,petrol,41726
1/8/2007,car,petrol,44512
1/9/2007,car,petrol,40977
1/10/2007,car,petrol,40076
1/11/2007,car,petrol,40707
1/12/2007,car,petrol,38123
1/1/2008,car,petrol,43466
1/2/2008,car,petrol,35565
1/3/2008,car,petrol,43019
1/4/2008,car,petrol,47244
1/5/2008,car,petrol,46473
1/6/2008,car,petrol,46977
1/7/2008,car,petrol,51959
1/8/2008,car,petrol,42076
1/9/2008,car,petrol,49649
1/10/2008,car,petrol,34069
1/11/2008,car,petrol,37331
1/12/2008,car,petrol,37202
1/1/2009,car,petrol,37238
1/2/2009,car,petrol,33806
1/3/2009,car,petrol,41872
1/4/2009,car,petrol,38314
1/5/2009,car,petrol,41608
1/6/2009,car,petrol,42179
1/7/2009,car,petrol,48735
1/8/2009,car,petrol,45828
1/9/2009,car,petrol,43774
1/10/2009,car,petrol,42647
1/11/2009,car,petrol,41887
1/12/2009,car,petrol,43162
1/1/2010,car,petrol,47783
1/2/2010,car,petrol,37734
1/3/2010,car,petrol,52485
1/4/2010,car,petrol,44342
1/5/2010,car,petrol,47565
1/6/2010,car,petrol,50279
1/7/2010,car,petrol,48610
1/8/2010,car,petrol,51190
1/9/2010,car,petrol,40372
1/10/2010,car,petrol,47074
1/11/2010,car,petrol,39184
1/12/2010,car,petrol,50652
1/1/2011,car,petrol,53872
1/2/2011,car,petrol,36056
1/3/2011,car,petrol,58003
1/4/2011,car,petrol,46225
1/5/2011,car,petrol,42022
1/6/2011,car,petrol,38670
1/7/2011,car,petrol,45471
1/8/2011,car,petrol,55311
1/9/2011,car,petrol,39794
1/10/2011,car,petrol,48470
1/11/2011,car,petrol,43356
1/12/2011,car,petrol,42926
1/1/2012,car,petrol,39145
1/2/2012,car,petrol,39320
1/3/2012,car,petrol,47949
1/4/2012,car,petrol,41660
1/5/2012,car,petrol,52035
1/6/2012,car,petrol,49885
1/7/2012,car,petrol,52194
1/8/2012,car,petrol,46570
1/9/2012,car,petrol,40185
1/10/2012,car,petrol,48281
1/11/2012,car,petrol,45536
1/12/2012,car,petrol,53087
1/1/2013,car,petrol,51261
1/2/2013,car,petrol,41841
1/3/2013,car,petrol,50539
1/4/2013,car,petrol,47314
1/5/2013,car,petrol,43249
1/6/2013,car,petrol,47305
1/7/2013,car,petrol,63243
1/8/2013,car,petrol,45131
1/9/2013,car,petrol,47288
1/10/2013,car,petrol,48532
1/11/2013,car,petrol,45098
1/12/2013,car,petrol,50273
1/1/2014,car,petrol,48682
1/2/2014,car,petrol,43340
1/3/2014,car,petrol,51793
1/4/2014,car,petrol,53797
1/5/2014,car,petrol,50777
1/6/2014,car,petrol,51932
1/7/2014,car,petrol,57843
1/8/2014,car,petrol,45214
1/9/2014,car,petrol,43020
1/10/2014,car,petrol,50211
1/11/2014,car,petrol,47813
1/12/2014,car,petrol,57735
1/1/2015,car,petrol,48131
1/2/2015,car,petrol,47434
1/3/2015,car,petrol,62734
1/4/2015,car,petrol,40518
1/5/2015,car,petrol,46159
1/6/2015,car,petrol,51684
1/7/2015,car,petrol,54526
1/8/2015,car,petrol,48007
1/9/2015,car,petrol,46088
1/10/2015,car,petrol,49764
1/11/2015,car,petrol,49534
1/12/2015,car,petrol,61414
1/1/2016,car,petrol,42984
1/2/2016,car,petrol,34942
1/3/2016,car,petrol,44910
1/4/2016,car,petrol,39137
1/5/2016,car,petrol,39751
1/6/2016,car,petrol,52856
1/7/2016,car,petrol,38443
1/8/2016,car,petrol,47485
1/9/2016,car,petrol,43771
1/10/2016,car,petrol,43411
1/11/2016,car,petrol,43983
1/12/2016,car,petrol,58290
1/1/2017,car,petrol,41810
1/2/2017,car,petrol,38877
1/3/2017,car,petrol,49740
1/4/2017,car,petrol,38415
1/5/2017,car,petrol,46504
1/6/2017,car,petrol,47080
1/7/2017,car,petrol,44018
1/8/2017,car,petrol,47216
1/9/2017,car,petrol,36438
1/10/2017,car,petrol,41541
1/11/2017,car,petrol,43239
1/12/2017,car,petrol,47853
1/1/2018,car,petrol,42043
1/2/2018,car,petrol,37741
1/3/2018,car,petrol,44563
1/4/2018,car,petrol,42903
1/5/2018,car,petrol,41619
1/6/2018,car,petrol,58613
1/7/2018,car,petrol,63380
1/8/2018,car,petrol,60645
1/9/2018,car,petrol,28287
1/10/2018,car,petrol,42823
1/11/2018,car,petrol,42707
1/12/2018,car,petrol,42916
1/1/2019,car,petrol,46110
1/2/2019,car,petrol,35829
1/3/2019,car,petrol,50665
1/4/2019,car,petrol,47092
1/5/2019,car,petrol,58423
1/6/2019,car,petrol,38204
1/7/2019,car,petrol,48585
1/8/2019,car,petrol,48464
1/9/2019,car,petrol,41495
1/10/2019,car,petrol,49788
1/11/2019,car,petrol,48449
1/12/2019,car,petrol,50647
1/1/2020,car,petrol,43987
1/2/2020,car,petrol,39674
1/3/2020,car,petrol,21038
1/4/2020,car,petrol,121
1/5/2020,car,petrol,22309
1/6/2020,car,petrol,43201
1/7/2020,car,petrol,57682
1/8/2020,car,petrol,51694
1/9/2020,car,petrol,56453
1/10/2020,car,petrol,56200
1/11/2020,car,petrol,54926
1/12/2020,car,petrol,65367
1/1/2021,car,petrol,32179
1/2/2021,car,petrol,40399
1/3/2021,car,petrol,60713
1/4/2021,car,petrol,56496
1/5/2021,car,petrol,45474
1/6/2021,car,petrol,1968
1/7/2021,car,petrol,6809
1/8/2021,car,petrol,17402
1/9/2021,car,petrol,40837
1/10/2021,car,petrol,61373
1/11/2021,car,petrol,58038
1/12/2021,car,petrol,61870
1/1/2022,car,petrol,38680
1/2/2022,car,petrol,41572
1/3/2022,car,petrol,66096
1/4/2022,car,petrol,54926
1/5/2022,car,petrol,46586
1/6/2022,car,petrol,58933
1/7/2022,car,petrol,47420
1/8/2022,car,petrol,63102
1/9/2022,car,petrol,59846
1/10/2022,car,petrol,57290
1/11/2022,car,petrol,60363
1/12/2022,car,petrol,67521
1/1/2023,car,petrol,47351
1/2/2023,car,petrol,57509
1/3/2023,car,petrol,70213
1/4/2023,car,petrol,45265
1/5/2023,car,petrol,58612
1/6/2023,car,petrol,55753
1/7/2023,car,petrol,61142
1/8/2023,car,petrol,67782
1/9/2023,car,petrol,61096
1/10/2023,car,petrol,69774
1/11/2023,car,petrol,67362
1/12/2023,car,petrol,68773
1/1/2024,car,petrol,61753
1/2/2024,car,petrol,60022
1/3/2024,car,petrol,65191
1/4/2024,car,petrol,56266
1/5/2024,car,petrol,64986
1/6/2024,car,petrol,53014
1/7/2024,car,petrol,68298
1/8/2024,car,petrol,68129
1/9/2024,car,petrol,54106
1/10/2024,car,petrol,67104
1/11/2024,car,petrol,64004
1/12/2024,car,petrol,71685
1/1/2025,car,petrol,47093
1/2/2025,car,petrol,59868
1/3/2025,car,petrol,67580
1/4/2025,car,petrol,56204
1/5/2025,car,petrol,63363
1/6/2025,car,petrol,49491
1/7/2025,car,petrol,65897
1/8/2025,car,petrol,67897
1/9/2025,car,petrol,52309
1/10/2025,car,petrol,69463
1/11/2025,car,petrol,65688
1/12/2025,car,petrol,78616
1/1/2026,car,petrol,56863
1/2/2026,car,petrol,47775
1/3/2026,car,petrol,55960
1/4/2026,car,petrol,63821
